"Dealer ID","Stock Number",Year,Make,Model,Trim,Vin,mileage,Price,Color,"Interior Color",Transmission,photo_urls,Description,Options,"Vehicle Type",Engine,Drive-train,"Fuel Type","Destination URL","New\/Used",Certified,Doors,MSRP,Down-payment,"Fuel city min","Fuel city max","Highway city min","Highway city max",Title,"Date added","Car report",Condition
44012,,2017,Yamaha,"Grizzly 700 LE",,,,12999,,,,"https://gacheckpoint.com/wp-content/uploads/2022/04/used-Grizz-LE-01-1300x700.jpg,https://gacheckpoint.com/wp-content/uploads/2022/04/used-Grizz-LE-02-1300x700.jpg,https://gacheckpoint.com/wp-content/uploads/2022/04/used-Grizz-LE-03-1300x700.jpg,https://gacheckpoint.com/wp-content/uploads/2022/04/used-Grizz-LE-04-1300x700.jpg,https://gacheckpoint.com/wp-content/uploads/2022/04/used-Grizz-LE-06-1300x700.jpg,https://gacheckpoint.com/wp-content/uploads/2022/04/used-Grizz-LE-07-1300x700.jpg,https://gacheckpoint.com/wp-content/uploads/2022/04/used-Grizz-LE-08-1300x700.jpg,https://gacheckpoint.com/wp-content/uploads/2022/04/used-Grizz-LE-01-1-1300x700.jpg,https://gacheckpoint.com/wp-content/uploads/2022/04/used-Grizz-LE-05-1300x700.jpg",,,,,,,https://gacheckpoint.com/products/2017-yamaha-grizzly-700-le,Used,Certified,,0,0,-,-,-,-,,,none," New"
44012," 000601",2020,Yamaha,"Tracer 900",,,,10999,,,,"https://gacheckpoint.com/wp-content/uploads/2021/01/2020-tracer-900-grey-01-1300x700.jpg,https://gacheckpoint.com/wp-content/uploads/2021/01/2020-Tracer-900-grey-02-1300x700.jpg,https://gacheckpoint.com/wp-content/uploads/2021/01/2020-tracer-900-grey-03-1300x700.jpg,https://gacheckpoint.com/wp-content/uploads/2021/01/2020-tracer-900-grey-04-1300x700.jpg,https://gacheckpoint.com/wp-content/uploads/2021/01/2020-tracer-900-grey-05-1300x700.jpg,https://gacheckpoint.com/wp-content/uploads/2021/01/2020-Tracer-900-grey-06-1300x700.jpg","Fuel Injected, Liquid cooled, DOHC, 4-valve, liquid-cooled inline-three cylinder, 6 speed transmission, ABS Brakes, Yamaha 3 power modes, traction control.1 year factory warrantyFinance it for $123.00 bi-weekly for 60 months with nothing down at 4.49%",,,,,,https://gacheckpoint.com/products/2020-yamaha-tracer-900,Used,Certified,,0,0,-,-,-,-,,,none," New"
44012," 000601",2020,Yamaha,"Tracer 900",,,,10999,,,,"https://gacheckpoint.com/wp-content/uploads/2021/01/2020-tracer-900-grey-01-1300x700.jpg,https://gacheckpoint.com/wp-content/uploads/2021/01/2020-Tracer-900-grey-02-1300x700.jpg,https://gacheckpoint.com/wp-content/uploads/2021/01/2020-tracer-900-grey-03-1300x700.jpg,https://gacheckpoint.com/wp-content/uploads/2021/01/2020-tracer-900-grey-04-1300x700.jpg,https://gacheckpoint.com/wp-content/uploads/2021/01/2020-tracer-900-grey-05-1300x700.jpg,https://gacheckpoint.com/wp-content/uploads/2021/01/2020-Tracer-900-grey-06-1300x700.jpg",,,,,,,https://gacheckpoint.com/products/2020-yamaha-tracer-900,Used,Certified,,0,0,-,-,-,-,,,none," New"
44012,,Yamaha,EF7200DE,,,,,2199,,,,"https://gacheckpoint.com/wp-content/uploads/2021/10/EF7200DE-01-1300x700.jpg,https://gacheckpoint.com/wp-content/uploads/2021/10/EF7200DE-04-1300x700.jpg,https://gacheckpoint.com/wp-content/uploads/2021/10/EF7200DE-03-1300x700.jpg,https://gacheckpoint.com/wp-content/uploads/2021/10/EF7200DE-02-1300x700.jpg","Maximum Output - 7200 W / 60 A @ 120 V & 30 A @ 240 VRated Output - 6000 W / 50 A @ 120 V & 25 A @ 240 VOperating Time at Rated Output - 8 hoursNoise level - 74.5dbFuel capacity - 26 litres",,,,,,https://gacheckpoint.com/products/yamaha-ef7200de,Used,Certified,,0,0,-,-,-,-,,,none," New"
44012,,2022,Yamaha,"Grizzly 700 EPS",,,,16589,,,,"https://gacheckpoint.com/wp-content/uploads/2022/05/22-grizz-h-viz-acc-01-1300x700.jpg,https://gacheckpoint.com/wp-content/uploads/2022/05/22-grizz-h-viz-acc-01-1-1300x700.jpg,https://gacheckpoint.com/wp-content/uploads/2022/05/22-grizz-h-viz-acc-02-1300x700.jpg,https://gacheckpoint.com/wp-content/uploads/2022/05/22-grizz-h-viz-acc-03-1300x700.jpg,https://gacheckpoint.com/wp-content/uploads/2022/05/22-grizz-h-viz-acc-04-1300x700.jpg,https://gacheckpoint.com/wp-content/uploads/2022/05/22-grizz-h-viz-acc-05-1300x700.jpg,https://gacheckpoint.com/wp-content/uploads/2022/05/22-grizz-h-viz-acc-06-1300x700.jpg,https://gacheckpoint.com/wp-content/uploads/2022/05/22-grizz-h-viz-acc-07-1300x700.jpg,https://gacheckpoint.com/wp-content/uploads/2022/05/22-grizz-h-viz-acc-08-1300x700.jpg,https://gacheckpoint.com/wp-content/uploads/2022/05/22-grizz-h-viz-acc-09-1300x700.jpg","Fuel injected, Liquid-cooled, SOHC 4-stroke, 686cc, automatic transmission with high and low range, on command 4x4 with high and low range, front diff lock, power steering.Accessories include: Warn winch, aluminum skid plates, Heated grips, Hand guards, Trail Trooper Tires.Finance it for $178.00 Bi-weekly for 60 months with nothing down at 4.49%",,,,,,https://gacheckpoint.com/products/2022-yamaha-grizzly-700-eps,Used,Certified,,0,0,-,-,-,-,,,none," New"
44012,,2022,Yamaha,YFZ50,,,,2799,,,,"https://gacheckpoint.com/wp-content/uploads/2018/12/2021-YFZ50-Blue-01-1300x700.jpg,https://gacheckpoint.com/wp-content/uploads/2018/12/2021-YFZ50-Blue-07-1300x700.jpg,https://gacheckpoint.com/wp-content/uploads/2018/12/2021-YFZ50-Blue-06-1300x700.jpg,https://gacheckpoint.com/wp-content/uploads/2018/12/2021-YFZ50-Blue-05-1300x700.jpg,https://gacheckpoint.com/wp-content/uploads/2018/12/2021-YFZ50-Blue-04-1300x700.jpg,https://gacheckpoint.com/wp-content/uploads/2018/12/2021-YFZ50-Blue-03-1300x700.jpg,https://gacheckpoint.com/wp-content/uploads/2018/12/2021-YFZ50-BLue-02-1300x700.jpg","2022 Yamaha YFZ50",,,,,,https://gacheckpoint.com/products/2019-yamaha-yfz50,Used,Certified,,0,0,-,-,-,-,,,none," New"
44012,,2022,Yamaha,YFZ50,,,,2799,,,,"https://gacheckpoint.com/wp-content/uploads/2018/12/2021-YFZ50-Blue-01-1300x700.jpg,https://gacheckpoint.com/wp-content/uploads/2018/12/2021-YFZ50-Blue-07-1300x700.jpg,https://gacheckpoint.com/wp-content/uploads/2018/12/2021-YFZ50-Blue-06-1300x700.jpg,https://gacheckpoint.com/wp-content/uploads/2018/12/2021-YFZ50-Blue-05-1300x700.jpg,https://gacheckpoint.com/wp-content/uploads/2018/12/2021-YFZ50-Blue-04-1300x700.jpg,https://gacheckpoint.com/wp-content/uploads/2018/12/2021-YFZ50-Blue-03-1300x700.jpg,https://gacheckpoint.com/wp-content/uploads/2018/12/2021-YFZ50-BLue-02-1300x700.jpg","Air-cooled, SOHC, 2-valve, single, 49.4cc, electric start, automatic transmission.Finance it for $141.00 per month for 36 months with nothing down at 2.99%",,,,,,https://gacheckpoint.com/products/2019-yamaha-yfz50,Used,Certified,,0,0,-,-,-,-,,,none," New"
44012," 002912",2020,Yamaha,"MT09 ABS",,,,10199,,,,"https://gacheckpoint.com/wp-content/uploads/2020/08/2020-MT09-BLUE-01-1300x700.jpg,https://gacheckpoint.com/wp-content/uploads/2020/08/2020-MT09-BLUE-06-1300x700.jpg,https://gacheckpoint.com/wp-content/uploads/2020/08/2020-MT09-BLUE-05-1300x700.jpg,https://gacheckpoint.com/wp-content/uploads/2020/08/2020-MT09-BLUE-04-1300x700.jpg,https://gacheckpoint.com/wp-content/uploads/2020/08/2020-MT09-BLUE-03-1300x700.jpg,https://gacheckpoint.com/wp-content/uploads/2020/08/2020-MT09-BLUE-02-1300x700.jpg","2020 Yamaha MT-09",,,,,,https://gacheckpoint.com/products/2020-yamaha-mt09-abs,Used,Certified,,0,0,-,-,-,-,,,none," New"
44012," 002912",2020,Yamaha,"MT09 ABS",,,,10199,,,,"https://gacheckpoint.com/wp-content/uploads/2020/08/2020-MT09-BLUE-01-1300x700.jpg,https://gacheckpoint.com/wp-content/uploads/2020/08/2020-MT09-BLUE-06-1300x700.jpg,https://gacheckpoint.com/wp-content/uploads/2020/08/2020-MT09-BLUE-05-1300x700.jpg,https://gacheckpoint.com/wp-content/uploads/2020/08/2020-MT09-BLUE-04-1300x700.jpg,https://gacheckpoint.com/wp-content/uploads/2020/08/2020-MT09-BLUE-03-1300x700.jpg,https://gacheckpoint.com/wp-content/uploads/2020/08/2020-MT09-BLUE-02-1300x700.jpg","Liquid-cooled, DOHC, 12-valve (4-valves/cyl), inline-three cylinder, 847cc, YCC-T, D-Mode & Traction Control, 6 speed transmission, ABS Brakes.Finance it for $247.00 per month for 60 months with nothing down at 4.49%",,,,,,https://gacheckpoint.com/products/2020-yamaha-mt09-abs,Used,Certified,,0,0,-,-,-,-,,,none," New"
44012,,2017,Yamaha,"Grizzly 700SE",,,,13600,,,,"https://gacheckpoint.com/wp-content/uploads/2022/04/used-Grizz-Se-Silver-01-1300x700.jpg,https://gacheckpoint.com/wp-content/uploads/2022/04/used-Grizz-Se-Silver-02-1300x700.jpg,https://gacheckpoint.com/wp-content/uploads/2022/04/used-Grizz-Se-Silver-03-1300x700.jpg,https://gacheckpoint.com/wp-content/uploads/2022/04/used-Grizz-Se-Silver-04-1300x700.jpg,https://gacheckpoint.com/wp-content/uploads/2022/04/used-Grizz-Se-Silver-05-1300x700.jpg,https://gacheckpoint.com/wp-content/uploads/2022/04/used-Grizz-Se-Silver-06-1300x700.jpg,https://gacheckpoint.com/wp-content/uploads/2022/04/used-Grizz-Se-Silver-07-1300x700.jpg,https://gacheckpoint.com/wp-content/uploads/2022/04/used-Grizz-Se-Silver-08-1300x700.jpg,https://gacheckpoint.com/wp-content/uploads/2022/04/used-Grizz-Se-Silver-09-1300x700.jpg,https://gacheckpoint.com/wp-content/uploads/2022/04/used-Grizz-Se-Silver-10-1300x700.jpg","708cc, automatic transmission, on command 4x4 with high and low range and front diff lock, power steering. Excellent condition, 2880kms, 162 hours. Fresh oil change and valve clearance check done.Comes with Warn Winch, Heated Grips, Trail Trooper 6 ply tires, front and rear cargo boxes.Finance it for $146.00 Bi-weekly for 60 months with nothing down at 6.99%",,,,,,https://gacheckpoint.com/products/2017-yamaha-grizzly-700se,Used,Certified,,0,0,-,-,-,-,,,none," New"
44012,,Yamaha,EF7200DE,Generator,,,,1999,,,,https://gacheckpoint.com/wp-content/uploads/2016/06/yamaha-15_EF7200DE_h_02.png,"Yamaha EF7200DE generator",,,,,,https://gacheckpoint.com/products/yamaha-ef7200de-generator,Used,Certified,,0,0,-,-,-,-,,,none," New"
44012,,Yamaha,EF7200DE,Generator,,,,1999,,,,https://gacheckpoint.com/wp-content/uploads/2016/06/yamaha-15_EF7200DE_h_02.png,"Max AC output – 7200 WattsContinuous Rated AC output – 6000 WattsDual Voltage – 120 & 240Electric Start with manual back-upFuel capacity – 26 litersRunning time at rated output – 8 hours3 year factory warranty",,,,,,https://gacheckpoint.com/products/yamaha-ef7200de-generator,Used,Certified,,0,0,-,-,-,-,,,none," New"
44012,,2018,Yamaha,"Sidewinder SE",,,,12999,,,,"https://gacheckpoint.com/wp-content/uploads/2022/02/SIDEWINDER-01-1300x700.jpg,https://gacheckpoint.com/wp-content/uploads/2022/02/SIDEWINDER-01-1-1300x700.jpg,https://gacheckpoint.com/wp-content/uploads/2022/02/SIDEWINDER-02-1300x700.jpg,https://gacheckpoint.com/wp-content/uploads/2022/02/SIDEWINDER-03-1300x700.jpg,https://gacheckpoint.com/wp-content/uploads/2022/02/SIDEWINDER-04-1300x700.jpg,https://gacheckpoint.com/wp-content/uploads/2022/02/SIDEWINDER-05-1300x700.jpg,https://gacheckpoint.com/wp-content/uploads/2022/02/SIDEWINDER-06-1300x700.jpg","Turbo charged, fuel injected, liquid cooled, 998cc, 200 horse power, 162 inch track, 3"" lugs.Excellent condition. Only 8.7 hours and 85 kms",,,,,,https://gacheckpoint.com/products/2018-yamaha-sidewinder-se,Used,Certified,,0,0,-,-,-,-,,,none," New"
44012,,2018,Yamaha,"Sidewinder SE",,,,12999,,,,"https://gacheckpoint.com/wp-content/uploads/2022/02/SIDEWINDER-01-1300x700.jpg,https://gacheckpoint.com/wp-content/uploads/2022/02/SIDEWINDER-01-1-1300x700.jpg,https://gacheckpoint.com/wp-content/uploads/2022/02/SIDEWINDER-02-1300x700.jpg,https://gacheckpoint.com/wp-content/uploads/2022/02/SIDEWINDER-03-1300x700.jpg,https://gacheckpoint.com/wp-content/uploads/2022/02/SIDEWINDER-04-1300x700.jpg,https://gacheckpoint.com/wp-content/uploads/2022/02/SIDEWINDER-05-1300x700.jpg,https://gacheckpoint.com/wp-content/uploads/2022/02/SIDEWINDER-06-1300x700.jpg","Finance it for $129.00 Bi-weekly for 60 months with nothing down at 7.99%",,,,,,https://gacheckpoint.com/products/2018-yamaha-sidewinder-se,Used,Certified,,0,0,-,-,-,-,,,none," New"
44012,,2021,Yamaha,YZ125,,,,7899,,,,"https://gacheckpoint.com/wp-content/uploads/2021/10/Popkum-YZ125-01-1300x700.jpg,https://gacheckpoint.com/wp-content/uploads/2021/10/Popkum-2021-YZ-125-07-1300x700.jpg,https://gacheckpoint.com/wp-content/uploads/2021/10/Popkum-2021-YZ125-02-1300x700.jpg,https://gacheckpoint.com/wp-content/uploads/2021/10/Popkum-2021-YZ125-03-1300x700.jpg,https://gacheckpoint.com/wp-content/uploads/2021/10/Popkum-2021-YZ125-06-1300x700.jpg,https://gacheckpoint.com/wp-content/uploads/2021/10/Popkum-2021-YZ125-08-1300x700.jpg","Liquid cooled, 125cc, two stroke, 6 speed transmission.Excellent condition, 34.4 Hours",,,,,,https://gacheckpoint.com/products/2021-yamaha-yz125,Used,Certified,,0,0,-,-,-,-,,,none," New"
44012," 000355",2022,Yamaha,XSR700,,,,10399,,,,"https://gacheckpoint.com/wp-content/uploads/2022/02/2022-XSR700-W-01-1300x700.jpg,https://gacheckpoint.com/wp-content/uploads/2022/02/2022-XSR700-W-08-1300x700.jpg,https://gacheckpoint.com/wp-content/uploads/2022/02/2022-XSR700-W-07-1300x700.jpg,https://gacheckpoint.com/wp-content/uploads/2022/02/2022-XSR700-W-06-1300x700.jpg,https://gacheckpoint.com/wp-content/uploads/2022/02/2022-XSR700-W-05-1300x700.jpg,https://gacheckpoint.com/wp-content/uploads/2022/02/2022-XSR700-W-04-1300x700.jpg,https://gacheckpoint.com/wp-content/uploads/2022/02/2022-XSR700-W-02-1300x700.jpg","689 cc, DOHC, 4-valve / cylinder, liquid-cooled, fuel injected, inline-twin, 6 speed transmissionFinance it for $256.00 per month for 60 months with nothing down at 4.49%",,,,,,https://gacheckpoint.com/products/2022-yamaha-xsr700,Used,Certified,,0,0,-,-,-,-,,,none," New"
44012," 000323",2021,Yamaha,"Tracer 9 GT",,,,16999,,,,"https://gacheckpoint.com/wp-content/uploads/2021/05/2021-Tracer-GT-Grey-01-1300x700.jpg,https://gacheckpoint.com/wp-content/uploads/2021/05/2021-Tracer-GT-08-1300x700.jpg,https://gacheckpoint.com/wp-content/uploads/2021/05/2021-Tracer-GT-Grey-07-1300x700.jpg,https://gacheckpoint.com/wp-content/uploads/2021/05/2021-Tracer-GT-GRey-06-1300x700.jpg,https://gacheckpoint.com/wp-content/uploads/2021/05/2021-Tracer-GT-Grey-05-1300x700.jpg,https://gacheckpoint.com/wp-content/uploads/2021/05/2021-Tracer-GT-Grey-04-1300x700.jpg,https://gacheckpoint.com/wp-content/uploads/2021/05/2021-Tracer-GT-03-1300x700.jpg,https://gacheckpoint.com/wp-content/uploads/2021/05/2021-Tracer-GT-Grey-02-1300x700.jpg","Liquid-cooled, Fuel injected, DOHC, 12-valves (4 valves/cyl.), inline three-cylinder, 889cc, YCC-T, D-Mode (4 settings), traction control /cruise control, 6 speed transmission, ABS Brakes, 6-Axis IMU with lean-sensitive rider aids, Heated Grips, Quick ShiftFinance it for 179.00 bi-weekly for 60 months with nothing down at 4.49%",,,,,,https://gacheckpoint.com/products/2021-yamaha-tracer-gt,Used,Certified,,0,0,-,-,-,-,,,none," New"
44012," 000726",2022,Yamaha,"MT10 SP",,,,21099,,,,"https://gacheckpoint.com/wp-content/uploads/2022/06/MT10-SP-01-1300x700.jpg,https://gacheckpoint.com/wp-content/uploads/2022/06/MT09-SP-02-1300x700.jpg,https://gacheckpoint.com/wp-content/uploads/2022/06/MT10-SP-01-1-1300x700.jpg,https://gacheckpoint.com/wp-content/uploads/2022/06/MT10-SP-02-1300x700.jpg,https://gacheckpoint.com/wp-content/uploads/2022/06/MT10-SP-03-1300x700.jpg,https://gacheckpoint.com/wp-content/uploads/2022/06/MT10-SP-04-1300x700.jpg,https://gacheckpoint.com/wp-content/uploads/2022/06/MT10-SP-05-1300x700.jpg,https://gacheckpoint.com/wp-content/uploads/2022/06/MT10-SP-06-1300x700.jpg,https://gacheckpoint.com/wp-content/uploads/2022/06/MT10-SP-07-1300x700.jpg,https://gacheckpoint.com/wp-content/uploads/2022/06/MT10-SP-08-1300x700.jpg,https://gacheckpoint.com/wp-content/uploads/2022/06/MT10-SP-09-1300x700.jpg,https://gacheckpoint.com/wp-content/uploads/2022/06/MT10-SP10-1300x700.jpg","Liquid-cooled, Fuel injected, DOHC, 16-valves (4-valves/cyl), in-line four-cylinder, 998cc, YCC-T, D-Mode (3), Traction Control (3), Cruise Control, Quick Shift System, Lean sensitive Traction Control System, 6-axis IMU, Slide Control system, Lift control system, Engine Brake Management, 6 speed transmission.Finance it for $221.00 bi-weekly for 60 months with nothing down at 4.49%",,,,,,https://gacheckpoint.com/products/2022-yamaha-mt10-sp,Used,Certified,,0,0,-,-,-,-,,,none," New"
